ts,db,c1_idx,c1_cf,c1_name,c2_idx,c2_cf,c2_name,c3_idx,c3_cf,c3_name
1746671289.184187,-44.9,0,78.2,Speech,500,6.7,"Inside, small room",3,0.2,"Narration, monologue"
1746671313.2705112,-47.3,494,56.8,Silence,500,16.4,"Inside, small room",381,3.9,Writing
1746671316.264987,-42.5,378,85.6,Typing,380,75.4,Computer keyboard,500,5.4,"Inside, small room"
1746671319.253951,-47.7,494,88.8,Silence,500,1.1,"Inside, small room",485,0.6,Clicking
1746671322.246576,-48.5,494,96.6,Silence,500,0.9,"Inside, small room",485,0.3,Clicking
1746671331.285164,-49.3,494,58.5,Silence,500,7.3,"Inside, small room",485,3.8,Clicking
1746671337.264519,-37.4,431,74.5,Wood,432,56.3,Chop,413,48.3,Hammer
1746671340.2554922,-48.9,434,67.8,Crack,464,46.0,Breaking,353,24.7,Knock
1746671343.239924,-56.4,494,43.5,Silence,500,5.9,"Inside, small room",0,2.3,Speech
1746671346.227715,-55.4,494,83.1,Silence,500,7.1,"Inside, small room",381,1.1,Writing
1746671349.208961,-48.1,0,46.9,Speech,500,6.4,"Inside, small room",485,2.2,Clicking
1746671352.2888188,-55.9,494,47.3,Silence,0,6.5,Speech,500,1.8,"Inside, small room"
1746671355.277139,-56.4,494,97.0,Silence,0,0.3,Speech,500,0.2,"Inside, small room"
1746671358.267425,-55.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671361.253359,-56.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671364.238292,-56.8,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671367.2219079,-57.1,494,98.4,Silence,500,0.2,"Inside, small room",0,0.1,Speech
1746671370.291809,-55.3,494,95.7,Silence,381,2.1,Writing,500,1.7,"Inside, small room"
1746671373.2742121,-55.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671376.2678661,-57.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671379.251988,-53.9,494,99.5,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746671388.296813,-46.3,378,96.2,Typing,380,90.8,Computer keyboard,485,2.5,Clicking
1746671391.285388,-56.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671397.260903,-47.2,500,39.1,"Inside, small room",118,8.9,"Rodents, rats, mice",402,7.9,Tick-tock
1746671400.2399309,-54.6,494,77.5,Silence,500,6.7,"Inside, small room",485,3.3,Clicking
1746671406.2182138,-54.2,494,60.5,Silence,500,12.6,"Inside, small room",381,2.6,Writing
1746671412.2786639,-55.4,494,87.5,Silence,500,2.5,"Inside, small room",485,1.3,Clicking
1746671415.2641559,-56.6,494,99.3,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746671418.254339,-55.8,378,56.0,Typing,380,41.4,Computer keyboard,500,25.3,"Inside, small room"
1746671421.238513,-54.3,494,99.9,Silence,0,0.0,Speech,132,0.0,Music
1746671424.226227,-56.5,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671427.2905128,-56.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671430.2820659,-56.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671436.250159,-55.7,494,100.0,Silence,0,0.0,Speech,3,0.0,"Narration, monologue"
1746671439.246099,-47.0,0,50.5,Speech,500,6.8,"Inside, small room",485,3.4,Clicking
1746671442.2288692,-56.2,494,100.0,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746671445.215826,-56.0,494,98.9,Silence,500,0.2,"Inside, small room",0,0.0,Speech
1746671448.28981,-57.4,494,100.0,Silence,0,0.0,Speech,3,0.0,"Narration, monologue"
1746671451.275558,-56.9,494,100.0,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746671454.260971,-56.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671457.2444348,-57.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671460.229333,-47.4,357,60.3,Drawer open or close,356,48.0,Cupboard open or close,500,44.4,"Inside, small room"
1746671463.221879,-56.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671466.293868,-56.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671469.28177,-56.5,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671472.269063,-55.3,494,95.0,Silence,500,1.0,"Inside, small room",0,0.2,Speech
1746671475.2550359,-48.0,357,52.1,Drawer open or close,356,32.4,Cupboard open or close,500,30.2,"Inside, small room"
1746671481.221519,-51.3,494,36.7,Silence,0,2.8,Speech,485,2.1,Clicking
1746671484.2943401,-49.2,494,91.3,Silence,500,0.4,"Inside, small room",103,0.3,Wild animals
1746671487.28033,-47.3,410,33.3,Camera,411,24.2,Single-lens reflex camera,398,24.1,Mechanisms
1746671496.2435598,-55.0,494,99.6,Silence,0,0.0,Speech,3,0.0,"Narration, monologue"
1746671499.2264562,-51.6,500,37.2,"Inside, small room",494,9.7,Silence,381,6.1,Writing
1746671502.21591,-45.4,36,51.1,Breathing,41,21.9,Snort,38,13.4,Snoring
1746671505.2937322,-55.1,494,54.8,Silence,500,9.6,"Inside, small room",378,2.6,Typing
1746671508.274254,-55.8,378,36.4,Typing,380,33.9,Computer keyboard,500,21.8,"Inside, small room"
1746671514.2486458,-57.1,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671517.23264,-56.4,494,99.8,Silence,500,0.0,"Inside, small room",0,0.0,Speech
1746671520.2261271,-57.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671523.29114,-56.5,494,54.4,Silence,500,12.5,"Inside, small room",485,5.9,Clicking
1746671526.285826,-49.8,378,88.4,Typing,380,75.8,Computer keyboard,379,31.3,Typewriter
1746671529.2693188,-56.4,494,99.8,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746671532.2559512,-54.7,494,89.5,Silence,500,2.9,"Inside, small room",485,1.0,Clicking
1746671535.247039,-57.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671538.225673,-49.0,374,58.6,Coin (dropping),500,37.4,"Inside, small room",373,32.6,Keys jangling
1746671541.210633,-55.7,378,67.6,Typing,380,53.0,Computer keyboard,500,9.2,"Inside, small room"
1746671547.2744188,-48.0,500,55.1,"Inside, small room",378,20.8,Typing,380,17.4,Computer keyboard
1746671550.256408,-55.5,500,38.6,"Inside, small room",49,11.4,"Chewing, mastication",485,8.8,Clicking
1746671553.24235,-46.6,378,99.0,Typing,380,90.2,Computer keyboard,500,0.4,"Inside, small room"
1746671556.229583,-46.8,378,99.7,Typing,380,96.3,Computer keyboard,500,0.2,"Inside, small room"
1746671559.2231722,-49.8,378,99.8,Typing,380,95.1,Computer keyboard,498,0.2,Sound effect
1746671562.289522,-51.4,378,98.6,Typing,380,94.2,Computer keyboard,500,0.8,"Inside, small room"
1746671565.2746391,-46.5,378,99.7,Typing,380,95.9,Computer keyboard,494,0.3,Silence
1746671568.261292,-43.7,378,99.9,Typing,380,97.2,Computer keyboard,498,0.1,Sound effect
1746671571.252515,-55.9,494,36.0,Silence,500,14.6,"Inside, small room",378,12.6,Typing
1746671574.237654,-42.4,378,100.0,Typing,380,97.5,Computer keyboard,498,0.1,Sound effect
1746671577.225399,-49.5,378,94.5,Typing,380,83.7,Computer keyboard,500,7.5,"Inside, small room"
1746671580.298021,-44.5,378,98.6,Typing,380,93.2,Computer keyboard,500,1.3,"Inside, small room"
1746671583.2804108,-56.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671586.2672799,-45.0,378,99.5,Typing,380,95.4,Computer keyboard,379,1.6,Typewriter
1746671589.26252,-53.9,494,99.9,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746671592.249846,-54.9,494,99.3,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746671595.23507,-50.9,494,88.9,Silence,0,1.2,Speech,500,0.7,"Inside, small room"
1746671598.2156029,-45.5,378,96.2,Typing,380,90.9,Computer keyboard,500,7.0,"Inside, small room"
1746671601.2935,-54.8,494,93.3,Silence,500,1.9,"Inside, small room",0,0.6,Speech
1746671604.275102,-51.0,378,59.5,Typing,380,48.3,Computer keyboard,500,29.7,"Inside, small room"
1746671607.2589629,-55.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671610.251194,-54.9,500,37.7,"Inside, small room",494,9.4,Silence,375,5.9,Scissors
1746671613.236882,-47.7,378,92.3,Typing,380,82.2,Computer keyboard,379,7.8,Typewriter
1746671616.2246761,-55.6,378,62.1,Typing,380,48.8,Computer keyboard,500,20.8,"Inside, small room"
1746671619.296563,-50.7,500,36.8,"Inside, small room",49,29.9,"Chewing, mastication",375,15.9,Scissors
1746671622.283123,-52.2,500,51.5,"Inside, small room",375,49.1,Scissors,377,16.0,Shuffling cards
1746671625.272492,-56.0,494,35.4,Silence,500,12.4,"Inside, small room",401,7.6,Tick
1746671628.257409,-56.5,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671631.237628,-57.8,494,99.7,Silence,0,0.1,Speech,132,0.0,Music
1746671634.228687,-52.3,378,86.4,Typing,380,79.7,Computer keyboard,500,13.1,"Inside, small room"
1746671637.220375,-57.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671640.2858949,-49.7,500,48.2,"Inside, small room",378,36.1,Typing,380,33.5,Computer keyboard
1746671643.281481,-52.3,378,69.4,Typing,380,56.1,Computer keyboard,500,11.0,"Inside, small room"
1746671646.263624,-56.0,378,50.7,Typing,380,40.1,Computer keyboard,485,22.5,Clicking
1746671652.2297978,-55.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671655.216257,-51.7,494,62.5,Silence,500,13.1,"Inside, small room",38,4.2,Snoring
1746671658.3000069,-56.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671667.248491,-42.8,378,100.0,Typing,380,97.3,Computer keyboard,494,0.0,Silence
1746671670.239114,-42.9,378,99.8,Typing,380,97.7,Computer keyboard,379,0.8,Typewriter
1746671673.2297962,-54.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671676.29375,-41.9,378,96.8,Typing,380,91.7,Computer keyboard,473,7.0,"Crumpling, crinkling"
1746671679.2855759,-54.1,494,92.7,Silence,500,1.7,"Inside, small room",378,1.1,Typing
1746671682.276233,-56.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671685.2539709,-41.9,378,55.9,Typing,380,48.5,Computer keyboard,373,20.3,Keys jangling
1746671688.241119,-57.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671691.2271318,-56.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671694.215349,-56.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671697.289408,-46.8,378,100.0,Typing,380,96.3,Computer keyboard,494,0.1,Silence
1746671700.272584,-44.9,378,100.0,Typing,380,96.9,Computer keyboard,498,0.1,Sound effect
1746671703.2671108,-54.7,378,71.4,Typing,494,69.6,Silence,380,45.1,Computer keyboard
1746671706.2527308,-45.7,378,99.9,Typing,380,96.7,Computer keyboard,498,0.2,Sound effect
1746671709.235857,-56.4,494,99.9,Silence,0,0.2,Speech,132,0.0,Music
1746671712.219956,-49.9,378,82.5,Typing,380,75.9,Computer keyboard,500,14.6,"Inside, small room"
1746671715.297361,-45.1,378,99.9,Typing,380,95.5,Computer keyboard,498,0.2,Sound effect
1746671721.264496,-53.8,378,97.9,Typing,380,89.9,Computer keyboard,485,3.6,Clicking
1746671724.2518919,-47.2,378,99.9,Typing,380,97.6,Computer keyboard,379,0.3,Typewriter
1746671727.241533,-55.9,494,99.8,Silence,0,0.0,Speech,132,0.0,Music
1746671733.213116,-39.1,500,34.6,"Inside, small room",45,31.7,Sniff,41,22.0,Snort
1746671736.283255,-55.7,494,97.5,Silence,0,0.4,Speech,500,0.2,"Inside, small room"
1746671745.2510478,-54.7,494,97.6,Silence,498,0.2,Sound effect,504,0.2,"Outside, rural or natural"
1746671748.2367308,-43.7,500,48.1,"Inside, small room",358,6.5,"Dishes, pots, and pans",156,5.8,Percussion
1746671751.216514,-56.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671754.295582,-57.1,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671757.2825139,-56.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671760.261919,-56.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671763.2534752,-56.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671769.222469,-26.9,500,33.6,"Inside, small room",431,5.5,Wood,358,4.6,"Dishes, pots, and pans"
1746671772.2959208,-46.5,494,71.5,Silence,0,4.1,Speech,500,1.3,"Inside, small room"
1746671778.2722912,-51.1,378,90.8,Typing,380,73.9,Computer keyboard,500,4.5,"Inside, small room"
1746671781.259166,-55.3,494,86.3,Silence,500,6.1,"Inside, small room",378,0.4,Typing
1746671784.240715,-55.6,500,49.7,"Inside, small room",375,17.2,Scissors,49,10.1,"Chewing, mastication"
1746671787.233482,-56.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671790.22315,-56.1,378,86.2,Typing,380,63.7,Computer keyboard,494,24.1,Silence
1746671793.297854,-55.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671799.269658,-46.0,500,53.3,"Inside, small room",501,9.0,"Inside, large room or hall",0,4.2,Speech
1746671802.2534459,-55.6,494,99.7,Silence,500,0.1,"Inside, small room",0,0.0,Speech
1746671805.2448692,-55.7,494,94.1,Silence,500,6.9,"Inside, small room",485,0.2,Clicking
1746671808.226966,-56.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671811.292237,-56.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671814.287167,-56.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671817.272187,-57.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671820.258454,-56.7,494,99.9,Silence,0,0.0,Speech,3,0.0,"Narration, monologue"
1746671823.246957,-56.3,494,77.3,Silence,500,7.7,"Inside, small room",485,4.3,Clicking
1746671826.2323909,-56.2,494,98.4,Silence,500,0.7,"Inside, small room",0,0.3,Speech
1746671829.211539,-57.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671835.2773561,-57.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671838.266773,-58.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671841.2521331,-57.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671844.239619,-56.0,494,59.1,Silence,378,13.5,Typing,485,10.9,Clicking
1746671847.226339,-57.7,494,99.9,Silence,0,0.0,Speech,3,0.0,"Narration, monologue"
1746671850.2962718,-56.8,494,84.3,Silence,485,5.9,Clicking,500,3.3,"Inside, small room"
1746671853.2763698,-58.1,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671856.26259,-57.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671859.256138,-58.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671862.240299,-58.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671865.229578,-54.0,44,68.6,Sneeze,36,42.2,Breathing,41,8.8,Snort
1746671868.303956,-57.0,494,99.9,Silence,500,0.0,"Inside, small room",0,0.0,Speech
1746671871.2890959,-58.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671874.2735949,-57.8,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671877.254573,-56.1,378,57.3,Typing,380,55.1,Computer keyboard,485,26.7,Clicking
1746671883.240343,-57.8,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671886.222382,-58.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671889.293949,-57.5,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671892.2841542,-55.7,378,81.2,Typing,380,59.2,Computer keyboard,118,12.4,"Rodents, rats, mice"
1746671898.246866,-57.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671901.2400799,-54.0,378,93.8,Typing,380,78.0,Computer keyboard,494,8.3,Silence
1746671904.230679,-56.0,500,35.3,"Inside, small room",378,12.7,Typing,380,10.1,Computer keyboard
1746671907.297183,-56.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671910.287518,-55.6,494,85.1,Silence,500,3.9,"Inside, small room",485,1.2,Clicking
1746671913.271801,-56.9,494,63.2,Silence,500,20.6,"Inside, small room",485,7.6,Clicking
1746671916.252296,-56.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671928.291063,-55.6,494,87.0,Silence,500,2.5,"Inside, small room",485,1.0,Clicking
1746671931.2784598,-58.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671934.2635021,-37.1,353,41.2,Knock,500,26.2,"Inside, small room",348,16.5,Door
1746671937.246662,-54.9,49,49.1,"Chewing, mastication",500,35.8,"Inside, small room",50,14.6,Biting
1746671940.237441,-43.9,378,99.8,Typing,380,96.3,Computer keyboard,498,0.6,Sound effect
1746671943.224289,-44.4,378,99.0,Typing,380,94.5,Computer keyboard,379,1.2,Typewriter
1746671946.2953641,-51.7,494,95.4,Silence,500,5.5,"Inside, small room",381,1.1,Writing
1746671949.2842932,-52.6,494,38.2,Silence,500,29.3,"Inside, small room",381,1.4,Writing
1746671955.2649431,-58.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671958.2437499,-55.7,494,98.8,Silence,0,0.1,Speech,500,0.0,"Inside, small room"
1746671961.2250838,-57.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671964.294924,-59.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671967.289591,-56.3,494,80.3,Silence,500,2.5,"Inside, small room",0,1.3,Speech
1746671970.273252,-56.3,378,48.8,Typing,380,36.4,Computer keyboard,485,7.5,Clicking
1746671973.25952,-45.1,41,49.8,Snort,36,46.8,Breathing,44,33.2,Sneeze
1746671976.246506,-41.7,39,43.4,Gasp,23,36.4,Sigh,41,34.4,Snort
1746671979.234402,-53.3,494,61.5,Silence,504,2.9,"Outside, rural or natural",500,2.0,"Inside, small room"
1746671985.287553,-57.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746671988.274268,-39.8,353,63.9,Knock,455,28.9,Thunk,348,23.8,Door
1746671994.256707,-58.4,494,92.0,Silence,485,1.9,Clicking,500,1.5,"Inside, small room"
1746671997.238014,-55.4,494,98.6,Silence,500,0.0,"Inside, small room",498,0.0,Sound effect
1746672000.226272,-50.9,494,52.6,Silence,500,2.8,"Inside, small room",398,1.0,Mechanisms
1746672003.2994392,-56.5,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672006.288844,-55.9,378,51.7,Typing,380,34.7,Computer keyboard,485,9.9,Clicking
1746672009.266536,-48.1,378,85.7,Typing,380,72.4,Computer keyboard,500,6.5,"Inside, small room"
1746672012.252851,-56.1,494,99.9,Silence,0,0.0,Speech,3,0.0,"Narration, monologue"
1746672015.239307,-56.3,494,89.9,Silence,500,0.6,"Inside, small room",0,0.4,Speech
1746672018.2328708,-49.4,500,46.3,"Inside, small room",375,23.6,Scissors,377,23.0,Shuffling cards
1746672021.218185,-45.1,494,49.9,Silence,277,4.9,Wind,279,2.5,Wind noise (microphone)
1746672027.277811,-55.4,494,97.0,Silence,498,0.1,Sound effect,0,0.0,Speech
1746672030.258195,-55.2,494,98.9,Silence,500,0.0,"Inside, small room",0,0.0,Speech
1746672033.251925,-47.8,378,99.8,Typing,380,97.2,Computer keyboard,483,0.2,Clatter
1746672036.241458,-55.3,494,90.9,Silence,500,1.5,"Inside, small room",0,0.4,Speech
1746672039.2252429,-42.4,378,34.9,Typing,380,21.3,Computer keyboard,485,8.3,Clicking
1746672042.2902431,-41.0,378,99.7,Typing,380,95.6,Computer keyboard,498,0.1,Sound effect
1746672054.2406342,-23.3,294,78.8,Vehicle,301,46.6,Car,300,42.8,Motor vehicle (road)
1746672057.2295082,-31.3,398,42.7,Mechanisms,400,27.6,Clock,402,24.1,Tick-tock
1746672072.242048,-53.9,494,97.5,Silence,500,0.1,"Inside, small room",3,0.0,"Narration, monologue"
1746672075.235142,-56.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672078.224951,-49.4,378,62.7,Typing,380,47.1,Computer keyboard,500,36.2,"Inside, small room"
1746672081.297937,-42.6,378,99.7,Typing,380,97.2,Computer keyboard,379,0.3,Typewriter
1746672084.284875,-50.2,378,73.9,Typing,380,62.2,Computer keyboard,485,7.4,Clicking
1746672087.270028,-55.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672090.253269,-57.1,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672093.233875,-57.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672096.231167,-49.8,378,95.5,Typing,380,87.3,Computer keyboard,379,6.3,Typewriter
1746672099.300778,-51.7,500,70.3,"Inside, small room",375,7.4,Scissors,0,2.0,Speech
1746672102.286955,-46.2,494,36.4,Silence,0,5.9,Speech,500,3.5,"Inside, small room"
1746672105.272925,-58.1,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672108.260478,-51.1,500,33.1,"Inside, small room",400,24.0,Clock,402,23.4,Tick-tock
1746672111.249989,-57.5,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672114.2343528,-57.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672117.219786,-56.2,494,45.0,Silence,378,22.7,Typing,380,16.1,Computer keyboard
1746672120.2902741,-55.5,494,99.7,Silence,0,0.1,Speech,500,0.0,"Inside, small room"
1746672123.272369,-55.4,494,93.4,Silence,500,1.0,"Inside, small room",0,0.3,Speech
1746672126.261439,-56.5,494,84.0,Silence,500,5.8,"Inside, small room",381,1.2,Writing
1746672129.244761,-56.9,500,40.1,"Inside, small room",375,32.0,Scissors,410,17.8,Camera
1746672132.23229,-56.4,494,99.8,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746672135.2181618,-57.5,494,93.0,Silence,500,2.5,"Inside, small room",485,1.1,Clicking
1746672141.279695,-55.2,500,49.8,"Inside, small room",378,13.4,Typing,380,12.1,Computer keyboard
1746672144.263853,-56.1,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672147.263498,-57.5,494,73.8,Silence,485,6.2,Clicking,500,4.1,"Inside, small room"
1746672150.236801,-56.9,494,86.0,Silence,500,3.6,"Inside, small room",485,2.7,Clicking
1746672153.231394,-56.0,494,75.6,Silence,500,8.6,"Inside, small room",68,2.4,"Domestic animals, pets"
1746672156.3065019,-57.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672159.294235,-57.3,494,86.1,Silence,500,4.5,"Inside, small room",485,2.1,Clicking
1746672162.275924,-58.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672165.262555,-56.6,500,35.5,"Inside, small room",435,23.0,Glass,359,21.2,"Cutlery, silverware"
1746672168.248928,-54.8,500,37.3,"Inside, small room",49,12.6,"Chewing, mastication",485,11.3,Clicking
1746672174.222395,-56.3,378,45.0,Typing,380,40.8,Computer keyboard,500,18.4,"Inside, small room"
1746672177.287681,-57.5,494,52.9,Silence,485,6.3,Clicking,500,5.2,"Inside, small room"
1746672180.280405,-57.7,378,35.8,Typing,380,27.2,Computer keyboard,485,26.9,Clicking
1746672183.260753,-54.3,500,39.5,"Inside, small room",494,11.6,Silence,381,4.7,Writing
1746672186.255771,-56.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672192.225735,-48.4,500,36.7,"Inside, small room",401,16.0,Tick,485,13.8,Clicking
1746672198.2863538,-53.2,494,68.7,Silence,277,1.1,Wind,504,1.1,"Outside, rural or natural"
1746672201.2743838,-56.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672204.254003,-52.8,378,92.0,Typing,380,83.3,Computer keyboard,500,8.8,"Inside, small room"
1746672207.250016,-55.7,494,96.7,Silence,500,1.6,"Inside, small room",485,0.5,Clicking
1746672210.2297978,-54.0,500,44.2,"Inside, small room",438,9.5,Liquid,485,8.7,Clicking
1746672213.21355,-56.1,494,99.9,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746672216.292085,-50.2,378,65.4,Typing,380,59.0,Computer keyboard,500,11.9,"Inside, small room"
1746672219.279768,-55.8,494,54.1,Silence,500,7.5,"Inside, small room",378,3.3,Typing
1746672222.265242,-52.5,378,64.9,Typing,380,50.8,Computer keyboard,500,8.2,"Inside, small room"
1746672225.245635,-44.3,378,99.8,Typing,380,96.3,Computer keyboard,379,1.1,Typewriter
1746672228.240101,-44.8,378,99.6,Typing,380,96.3,Computer keyboard,485,0.4,Clicking
1746672231.2192252,-44.9,378,99.9,Typing,380,97.5,Computer keyboard,379,0.3,Typewriter
1746672234.2904708,-47.9,378,99.5,Typing,380,95.3,Computer keyboard,494,1.0,Silence
1746672237.285454,-49.3,378,99.2,Typing,380,94.9,Computer keyboard,485,2.7,Clicking
1746672240.265475,-57.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672243.250488,-54.0,494,96.7,Silence,500,0.6,"Inside, small room",0,0.2,Speech
1746672246.242144,-40.3,500,47.2,"Inside, small room",441,4.0,Squish,501,2.3,"Inside, large room or hall"
1746672249.2328918,-53.1,378,94.5,Typing,380,79.9,Computer keyboard,494,2.1,Silence
1746672252.3069959,-51.0,378,60.9,Typing,380,46.4,Computer keyboard,485,9.7,Clicking
1746672255.290406,-47.8,49,90.3,"Chewing, mastication",50,72.0,Biting,493,67.7,Crunch
1746672258.2766762,-56.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672261.267701,-56.8,494,96.6,Silence,500,1.9,"Inside, small room",381,0.4,Writing
1746672264.252127,-57.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672267.238338,-53.4,378,91.4,Typing,380,74.6,Computer keyboard,494,5.8,Silence
1746672270.217962,-45.7,378,98.9,Typing,380,93.7,Computer keyboard,498,0.9,Sound effect
1746672273.2907689,-41.8,378,90.6,Typing,380,83.2,Computer keyboard,379,9.3,Typewriter
1746672276.2745652,-54.9,378,53.3,Typing,380,42.3,Computer keyboard,500,12.4,"Inside, small room"
1746672279.264961,-58.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672282.2561631,-57.1,494,75.3,Silence,500,10.8,"Inside, small room",402,1.4,Tick-tock
1746672285.2357929,-58.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672288.2286232,-55.2,378,80.4,Typing,380,59.8,Computer keyboard,494,16.8,Silence
1746672291.300735,-51.3,378,99.7,Typing,380,95.3,Computer keyboard,498,0.7,Sound effect
1746672294.29022,-49.1,378,91.8,Typing,380,77.9,Computer keyboard,500,5.4,"Inside, small room"
1746672297.2756019,-49.4,494,66.9,Silence,500,15.5,"Inside, small room",381,1.1,Writing
1746672300.2577448,-46.1,378,99.9,Typing,380,96.4,Computer keyboard,498,0.2,Sound effect
1746672303.247234,-58.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672306.2313862,-58.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672309.221815,-58.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672312.2921238,-42.3,378,99.9,Typing,380,97.5,Computer keyboard,498,0.2,Sound effect
1746672318.259128,-59.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672321.250195,-51.1,378,51.4,Typing,380,39.0,Computer keyboard,500,12.6,"Inside, small room"
1746672327.2264478,-47.2,378,99.3,Typing,380,94.5,Computer keyboard,500,1.0,"Inside, small room"
1746672330.2957282,-42.9,378,99.2,Typing,380,96.3,Computer keyboard,379,5.7,Typewriter
