ts,db,c1_idx,c1_cf,c1_name,c2_idx,c2_cf,c2_name,c3_idx,c3_cf,c3_name
1746672333.27916,-59.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672336.272706,-58.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672339.2610078,-53.6,378,84.7,Typing,380,75.8,Computer keyboard,500,14.9,"Inside, small room"
1746672345.224271,-46.7,378,99.6,Typing,380,97.2,Computer keyboard,379,0.3,Typewriter
1746672348.3067882,-46.8,378,99.9,Typing,380,97.1,Computer keyboard,498,0.2,Sound effect
1746672351.28791,-49.8,378,98.4,Typing,380,90.6,Computer keyboard,485,1.1,Clicking
1746672354.2750158,-43.1,378,99.8,Typing,380,96.2,Computer keyboard,379,0.8,Typewriter
1746672357.2561011,-44.1,378,99.7,Typing,380,94.1,Computer keyboard,498,0.2,Sound effect
1746672360.245307,-43.6,378,99.8,Typing,380,96.6,Computer keyboard,498,0.2,Sound effect
1746672363.238178,-56.2,485,34.9,Clicking,494,32.0,Silence,500,8.5,"Inside, small room"
1746672366.2233589,-50.3,378,48.3,Typing,380,40.1,Computer keyboard,485,35.0,Clicking
1746672369.294025,-45.7,378,99.6,Typing,380,94.0,Computer keyboard,494,0.8,Silence
1746672375.264354,-35.5,500,47.3,"Inside, small room",431,28.4,Wood,358,13.7,"Dishes, pots, and pans"
1746672381.235018,-54.2,494,45.8,Silence,500,12.5,"Inside, small room",378,10.3,Typing
1746672384.227633,-51.3,378,79.7,Typing,380,72.0,Computer keyboard,485,17.6,Clicking
1746672387.2948859,-55.5,49,37.5,"Chewing, mastication",50,34.0,Biting,500,25.7,"Inside, small room"
1746672393.278095,-39.8,378,99.9,Typing,380,96.0,Computer keyboard,379,0.1,Typewriter
1746672396.25883,-50.6,500,44.4,"Inside, small room",378,28.9,Typing,379,28.0,Typewriter
1746672399.247896,-50.0,36,33.2,Breathing,500,27.1,"Inside, small room",41,23.5,Snort
1746672402.235423,-58.8,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672405.224701,-57.8,494,99.5,Silence,0,0.1,Speech,500,0.0,"Inside, small room"
1746672408.2874281,-57.7,494,53.7,Silence,485,13.9,Clicking,500,10.9,"Inside, small room"
1746672411.278948,-46.5,500,35.6,"Inside, small room",348,11.0,Door,351,8.8,Sliding door
1746672414.265965,-45.4,381,40.3,Writing,500,28.1,"Inside, small room",36,11.2,Breathing
1746672417.2522602,-54.9,494,87.9,Silence,500,10.5,"Inside, small room",0,0.8,Speech
1746672429.278412,-53.8,494,94.1,Silence,500,0.7,"Inside, small room",0,0.2,Speech
1746672435.2536478,-54.9,494,33.0,Silence,500,6.8,"Inside, small room",501,1.8,"Inside, large room or hall"
1746672438.246593,-57.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672441.235824,-56.1,494,99.0,Silence,500,0.1,"Inside, small room",0,0.1,Speech
1746672444.296871,-57.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672447.290765,-57.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672450.272622,-57.0,494,96.3,Silence,0,0.5,Speech,132,0.0,Music
1746672456.2502542,-54.5,494,66.1,Silence,500,4.2,"Inside, small room",0,0.5,Speech
1746672465.291072,-54.4,494,78.1,Silence,500,6.1,"Inside, small room",0,1.2,Speech
1746672468.282628,-50.2,41,56.2,Snort,36,54.8,Breathing,40,52.5,Pant
1746672474.248645,-49.2,500,46.3,"Inside, small room",348,9.2,Door,501,4.5,"Inside, large room or hall"
1746672480.224517,-50.1,494,56.9,Silence,500,4.0,"Inside, small room",67,1.9,Animal
1746672483.300769,-43.6,500,55.7,"Inside, small room",357,5.8,Drawer open or close,501,3.7,"Inside, large room or hall"
1746672486.287199,-46.2,378,94.4,Typing,380,87.7,Computer keyboard,379,2.5,Typewriter
1746672489.2767282,-51.5,500,34.5,"Inside, small room",381,10.3,Writing,375,6.1,Scissors
1746672492.2577028,-56.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672495.241871,-55.3,494,61.9,Silence,500,2.5,"Inside, small room",12,2.0,Whispering
1746672498.235554,-40.4,500,42.2,"Inside, small room",357,19.7,Drawer open or close,348,17.0,Door
1746672501.219976,-57.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672504.293123,-57.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672507.279505,-53.6,494,96.3,Silence,0,0.3,Speech,3,0.0,"Narration, monologue"
1746672510.265496,-56.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672513.2529888,-56.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672516.244589,-58.5,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672519.22556,-57.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672522.295671,-49.6,494,56.9,Silence,500,6.5,"Inside, small room",0,0.6,Speech
1746672531.2521338,-42.3,378,99.9,Typing,380,97.9,Computer keyboard,498,0.3,Sound effect
1746672534.238392,-58.7,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672537.224745,-57.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672540.297476,-47.4,500,50.1,"Inside, small room",358,13.7,"Dishes, pots, and pans",359,10.4,"Cutlery, silverware"
1746672543.289967,-55.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672546.277745,-38.5,44,34.5,Sneeze,500,14.8,"Inside, small room",36,14.8,Breathing
1746672549.273039,-44.6,36,75.9,Breathing,41,40.4,Snort,38,39.9,Snoring
1746672552.250458,-59.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672555.234946,-45.2,378,99.2,Typing,380,94.2,Computer keyboard,498,0.4,Sound effect
1746672558.2222028,-50.7,378,94.9,Typing,380,89.4,Computer keyboard,485,2.7,Clicking
1746672561.301286,-45.7,378,99.8,Typing,380,94.7,Computer keyboard,498,0.3,Sound effect
1746672564.27563,-49.2,378,99.1,Typing,380,93.1,Computer keyboard,494,2.3,Silence
1746672567.267786,-56.2,494,99.9,Silence,0,0.0,Speech,132,0.0,Music
1746672570.257088,-44.6,378,99.0,Typing,380,94.1,Computer keyboard,500,0.7,"Inside, small room"
1746672573.239479,-56.3,494,49.9,Silence,485,10.5,Clicking,378,6.6,Typing
1746672576.231065,-46.7,378,99.9,Typing,380,96.2,Computer keyboard,498,0.1,Sound effect
1746672579.2982981,-55.8,494,86.1,Silence,500,2.1,"Inside, small room",0,0.4,Speech
1746672582.286093,-55.6,494,78.1,Silence,500,3.7,"Inside, small room",0,1.1,Speech
1746672585.274679,-57.6,494,99.8,Silence,0,0.0,Speech,3,0.0,"Narration, monologue"
1746672588.265219,-47.0,378,99.6,Typing,380,95.1,Computer keyboard,485,0.9,Clicking
1746672591.242288,-56.2,494,99.3,Silence,500,0.1,"Inside, small room",0,0.0,Speech
1746672594.231798,-56.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672597.222424,-56.9,494,99.6,Silence,0,0.0,Speech,132,0.0,Music
1746672600.292127,-57.0,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672603.280576,-50.0,500,52.6,"Inside, small room",501,3.7,"Inside, large room or hall",348,3.4,Door
1746672609.255054,-57.4,494,99.2,Silence,500,0.2,"Inside, small room",0,0.1,Speech
1746672612.2428281,-34.3,500,43.4,"Inside, small room",213,10.7,Beatboxing,55,8.8,Fart
1746672615.225444,-56.9,494,99.7,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746672618.298663,-59.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672621.285428,-58.0,494,91.0,Silence,500,4.1,"Inside, small room",0,0.9,Speech
1746672624.265095,-59.4,494,82.4,Silence,500,5.1,"Inside, small room",485,1.5,Clicking
1746672627.2592099,-57.5,494,98.4,Silence,500,0.6,"Inside, small room",0,0.3,Speech
1746672630.2455401,-58.2,494,96.0,Silence,500,0.4,"Inside, small room",0,0.1,Speech
1746672633.232373,-58.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672636.304427,-42.3,378,99.8,Typing,380,96.2,Computer keyboard,379,4.0,Typewriter
1746672642.270593,-46.8,378,99.2,Typing,380,93.5,Computer keyboard,500,0.5,"Inside, small room"
1746672645.26411,-44.2,378,99.7,Typing,380,95.4,Computer keyboard,498,0.2,Sound effect
1746672648.249818,-43.7,378,99.8,Typing,380,96.0,Computer keyboard,494,0.1,Silence
1746672651.237115,-52.1,500,43.7,"Inside, small room",381,9.0,Writing,494,5.0,Silence
1746672654.2225459,-57.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672657.294522,-59.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672660.283843,-59.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672663.271501,-59.8,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672666.2596211,-58.8,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672669.2433238,-57.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672672.23018,-56.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672675.301302,-53.9,378,59.7,Typing,380,49.7,Computer keyboard,500,15.0,"Inside, small room"
1746672678.2898188,-54.3,500,39.7,"Inside, small room",441,5.4,Squish,410,5.3,Camera
1746672681.275187,-55.8,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672684.2651331,-46.1,378,95.4,Typing,380,89.5,Computer keyboard,379,37.9,Typewriter
1746672690.2342951,-54.5,494,58.3,Silence,500,9.3,"Inside, small room",485,2.3,Clicking
1746672693.221591,-53.1,378,57.5,Typing,380,48.2,Computer keyboard,500,13.1,"Inside, small room"
1746672696.291847,-50.8,378,92.3,Typing,380,77.4,Computer keyboard,500,6.9,"Inside, small room"
1746672699.278624,-43.7,378,99.9,Typing,380,97.2,Computer keyboard,498,0.3,Sound effect
1746672702.2673962,-60.1,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672705.254873,-49.6,500,43.6,"Inside, small room",36,2.2,Breathing,0,1.7,Speech
1746672708.243826,-54.3,402,37.5,Tick-tock,400,36.1,Clock,401,33.8,Tick
1746672711.221424,-59.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672714.296507,-58.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672717.2854521,-59.8,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672720.272196,-58.4,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672723.257816,-57.4,500,39.8,"Inside, small room",401,19.1,Tick,400,16.0,Clock
1746672726.246888,-56.5,494,99.6,Silence,500,0.2,"Inside, small room",0,0.0,Speech
1746672729.2303958,-37.9,431,43.1,Wood,432,33.1,Chop,500,26.3,"Inside, small room"
1746672732.3045042,-57.5,494,99.5,Silence,500,0.2,"Inside, small room",0,0.0,Speech
1746672735.289439,-57.6,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672738.27933,-55.4,494,97.0,Silence,500,0.4,"Inside, small room",0,0.3,Speech
1746672741.2679198,-43.0,358,68.9,"Dishes, pots, and pans",359,68.3,"Cutlery, silverware",500,16.1,"Inside, small room"
1746672744.249737,-57.1,494,66.5,Silence,500,6.0,"Inside, small room",36,1.9,Breathing
1746672747.244066,-48.5,378,42.2,Typing,380,40.9,Computer keyboard,500,21.0,"Inside, small room"
1746672750.218894,-59.1,494,99.9,Silence,0,0.1,Speech,3,0.0,"Narration, monologue"
1746672753.290872,-51.2,378,98.5,Typing,380,92.3,Computer keyboard,500,0.7,"Inside, small room"
1746672756.2829309,-45.7,378,98.6,Typing,380,92.7,Computer keyboard,500,0.9,"Inside, small room"
1746672759.270238,-49.5,378,93.5,Typing,380,83.3,Computer keyboard,500,4.0,"Inside, small room"
1746672765.245247,-48.3,378,99.4,Typing,380,95.2,Computer keyboard,500,0.2,"Inside, small room"
1746672768.234133,-55.0,494,92.4,Silence,0,0.8,Speech,485,0.2,Clicking
1746672771.301422,-45.3,378,93.3,Typing,380,82.6,Computer keyboard,379,4.1,Typewriter
1746672774.290379,-47.9,380,33.7,Computer keyboard,378,30.6,Typing,485,12.6,Clicking
1746672777.268322,-53.2,378,98.9,Typing,380,92.4,Computer keyboard,494,1.8,Silence
1746672780.26638,-59.1,494,99.6,Silence,500,0.0,"Inside, small room",0,0.0,Speech
1746672783.246557,-57.9,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672786.235996,-48.0,378,78.3,Typing,380,69.9,Computer keyboard,500,8.4,"Inside, small room"
1746672789.220642,-44.8,378,95.6,Typing,380,87.5,Computer keyboard,379,9.2,Typewriter
1746672792.291233,-52.4,378,40.7,Typing,380,36.0,Computer keyboard,485,26.2,Clicking
1746672795.27875,-51.4,378,94.8,Typing,380,87.8,Computer keyboard,485,3.3,Clicking
1746672798.2692192,-56.6,378,58.3,Typing,380,49.5,Computer keyboard,494,13.6,Silence
1746672801.253611,-58.1,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672804.2339342,-47.2,378,94.9,Typing,380,85.3,Computer keyboard,379,49.9,Typewriter
1746672807.226582,-57.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672813.286858,-57.3,494,95.2,Silence,500,0.8,"Inside, small room",38,0.5,Snoring
1746672816.265615,-57.4,494,81.8,Silence,500,2.9,"Inside, small room",0,0.9,Speech
1746672819.252598,-46.6,378,99.8,Typing,380,97.9,Computer keyboard,498,0.4,Sound effect
1746672822.246544,-49.4,378,98.3,Typing,380,89.0,Computer keyboard,485,1.6,Clicking
1746672825.232085,-56.1,378,74.1,Typing,380,68.6,Computer keyboard,500,21.9,"Inside, small room"
1746672828.305645,-58.5,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672834.276631,-56.6,494,100.0,Silence,0,0.0,Speech,500,0.0,"Inside, small room"
1746672837.263765,-54.3,500,33.3,"Inside, small room",494,17.6,Silence,381,9.9,Writing
1746672840.249794,-57.2,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672843.2390568,-56.7,494,98.1,Silence,0,0.5,Speech,500,0.3,"Inside, small room"
1746672846.225099,-58.1,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672849.3012888,-57.4,494,99.9,Silence,0,0.0,Speech,3,0.0,"Narration, monologue"
1746672852.28388,-55.6,494,98.4,Silence,500,0.3,"Inside, small room",0,0.1,Speech
1746672855.270258,-58.8,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672858.2567492,-55.3,494,97.2,Silence,500,0.1,"Inside, small room",0,0.1,Speech
1746672861.241428,-53.1,494,45.8,Silence,500,7.5,"Inside, small room",0,6.1,Speech
1746672867.301255,-44.6,494,78.1,Silence,500,4.9,"Inside, small room",485,2.9,Clicking
1746672870.2907772,-57.8,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672873.275875,-58.3,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672876.263716,-57.7,494,99.9,Silence,0,0.2,Speech,132,0.0,Music
1746672879.24704,-56.4,494,96.0,Silence,500,2.1,"Inside, small room",485,0.5,Clicking
1746672885.220562,-47.0,378,87.5,Typing,380,75.5,Computer keyboard,500,7.8,"Inside, small room"
1746672888.297875,-58.8,494,97.7,Silence,500,0.7,"Inside, small room",0,0.3,Speech
1746672894.267454,-58.5,494,100.0,Silence,0,0.0,Speech,132,0.0,Music
1746672897.2492049,-57.7,378,37.7,Typing,380,33.2,Computer keyboard,500,19.7,"Inside, small room"
1746672900.2386298,-57.2,500,41.1,"Inside, small room",401,21.7,Tick,375,15.9,Scissors
1746672903.2279081,-52.9,500,38.6,"Inside, small room",401,30.6,Tick,400,28.7,Clock
1746672906.298999,-54.9,500,37.8,"Inside, small room",494,17.1,Silence,381,7.2,Writing
1746672909.284857,-58.0,494,99.8,Silence,500,0.0,"Inside, small room",0,0.0,Speech
